location,subject,time,value_new
NLD,SELFEMPLOYED,2011,27
MEX,EMPLOYEE,2011,10
GBR,SELFEMPLOYED,2011,39
NOR,EMPLOYEE,2011,7
COL,EMPLOYEE,2011,35
USA,EMPLOYEE,2011,17
CZE,EMPLOYEE,2011,16
DNK,SELFEMPLOYED,2011,22
LUX,SELFEMPLOYED,2011,22
CZE,SELFEMPLOYED,2011,31
POL,SELFEMPLOYED,2011,6
NZL,EMPLOYEE,2011,4
NZL,SELFEMPLOYED,2011,31
SVN,SELFEMPLOYED,2011,33
BEL,EMPLOYEE,2011,5
KOR,EMPLOYEE,2011,36
AUT,SELFEMPLOYED,2012,4
DEU,EMPLOYEE,2012,16
EU27,EMPLOYEE,2012,12
SVN,SELFEMPLOYED,2012,31
ISL,SELFEMPLOYED,2012,24
DNK,EMPLOYEE,2012,6
SVK,SELFEMPLOYED,2012,32
IRL,SELFEMPLOYED,2012,29
USA,SELFEMPLOYED,2012,4
HUN,SELFEMPLOYED,2012,25
NOR,SELFEMPLOYED,2012,18
NLD,SELFEMPLOYED,2012,26
SWE,SELFEMPLOYED,2012,12
NZL,EMPLOYEE,2012,5
ISR,EMPLOYEE,2012,20
LVA,SELFEMPLOYED,2012,20
COL,EMPLOYEE,2012,8
SVK,EMPLOYEE,2012,15
AUS,EMPLOYEE,2012,13
NZL,SELFEMPLOYED,2012,32
GRC,SELFEMPLOYED,2012,39
HUN,EMPLOYEE,2012,11
ESP,SELFEMPLOYED,2012,23
DNK,SELFEMPLOYED,2012,23
CAN,EMPLOYEE,2012,19
BRA,EMPLOYEE,2012,15
FIN,EMPLOYEE,2012,18
USA,EMPLOYEE,2012,19
EST,SELFEMPLOYED,2012,-2
JPN,EMPLOYEE,2012,26
LUX,SELFEMPLOYED,2012,16
CZE,EMPLOYEE,2012,15
CRI,EMPLOYEE,2012,5
CAN,SELFEMPLOYED,2012,4
NOR,EMPLOYEE,2012,5
FRA,SELFEMPLOYED,2012,30
PRT,SELFEMPLOYED,2012,5
CZE,SELFEMPLOYED,2012,31
KOR,EMPLOYEE,2012,36
POL,EMPLOYEE,2012,10
BEL,EMPLOYEE,2012,6
GBR,SELFEMPLOYED,2012,36
MEX,EMPLOYEE,2012,13
FIN,SELFEMPLOYED,2012,34
BEL,SELFEMPLOYED,2012,34
AUT,EMPLOYEE,2012,18
LTU,SELFEMPLOYED,2012,5
OECD,EMPLOYEE,2012,13
ITA,SELFEMPLOYED,2012,5
CHE,EMPLOYEE,2012,19
POL,SELFEMPLOYED,2012,6
GBR,EMPLOYEE,2012,17
SWE,EMPLOYEE,2012,9
CHE,SELFEMPLOYED,2012,5
SVN,SELFEMPLOYED,2013,30
LTU,SELFEMPLOYED,2013,14
LVA,SELFEMPLOYED,2013,20
FIN,EMPLOYEE,2013,20
CHE,SELFEMPLOYED,2013,4
DNK,EMPLOYEE,2013,6
SWE,SELFEMPLOYED,2013,18
DNK,SELFEMPLOYED,2013,-8
GRC,SELFEMPLOYED,2013,36
FRA,SELFEMPLOYED,2013,24
EU27,EMPLOYEE,2013,12
AUT,SELFEMPLOYED,2013,4
AUS,EMPLOYEE,2013,18
BRA,EMPLOYEE,2013,16
GBR,EMPLOYEE,2013,17
SWE,EMPLOYEE,2013,9
DEU,EMPLOYEE,2013,14
GBR,SELFEMPLOYED,2013,32
FIN,SELFEMPLOYED,2013,30
CZE,SELFEMPLOYED,2013,29
CZE,EMPLOYEE,2013,15
SVK,EMPLOYEE,2013,14
USA,SELFEMPLOYED,2013,4
ISL,SELFEMPLOYED,2013,25
USA,EMPLOYEE,2013,17
SVK,SELFEMPLOYED,2013,35
BEL,SELFEMPLOYED,2013,32
IRL,SELFEMPLOYED,2013,33
AUT,EMPLOYEE,2013,18
MEX,EMPLOYEE,2013,15
ITA,SELFEMPLOYED,2013,5
NOR,EMPLOYEE,2013,6
PRT,SELFEMPLOYED,2013,4
LUX,SELFEMPLOYED,2013,11
CAN,SELFEMPLOYED,2013,40
JPN,EMPLOYEE,2013,26
KOR,EMPLOYEE,2013,36
EST,SELFEMPLOYED,2013,-2
OECD,EMPLOYEE,2013,13
POL,SELFEMPLOYED,2013,6
ISR,EMPLOYEE,2013,20
NOR,SELFEMPLOYED,2013,18
BEL,EMPLOYEE,2013,5
CHL,EMPLOYEE,2013,10
COL,EMPLOYEE,2013,7
NZL,EMPLOYEE,2013,6
HUN,SELFEMPLOYED,2013,21
NZL,SELFEMPLOYED,2013,32
HUN,EMPLOYEE,2013,8
NLD,SELFEMPLOYED,2013,22
ESP,SELFEMPLOYED,2013,24
CAN,EMPLOYEE,2013,19
NLD,SELFEMPLOYED,2014,24
LUX,SELFEMPLOYED,2014,4
NZL,EMPLOYEE,2014,6
TUR,EMPLOYEE,2014,6
CZE,SELFEMPLOYED,2014,29
SVN,EMPLOYEE,2014,4
KOR,EMPLOYEE,2014,36
CHE,EMPLOYEE,2014,16
NZL,SELFEMPLOYED,2014,36
SVN,SELFEMPLOYED,2014,30
POL,SELFEMPLOYED,2014,5
CYP,EMPLOYEE,2014,13
NOR,EMPLOYEE,2014,5
LTU,EMPLOYEE,2014,12
CZE,EMPLOYEE,2014,16
BRA,EMPLOYEE,2014,16
AUS,EMPLOYEE,2014,15
NOR,SELFEMPLOYED,2014,14
DNK,EMPLOYEE,2014,6
ROU,EMPLOYEE,2014,15
COL,EMPLOYEE,2014,9
USA,EMPLOYEE,2014,17
NLD,EMPLOYEE,2014,15
MEX,EMPLOYEE,2014,18
GBR,SELFEMPLOYED,2014,32
BGR,EMPLOYEE,2014,40
DNK,SELFEMPLOYED,2014,5
LUX,EMPLOYEE,2014,34
FIN,SELFEMPLOYED,2014,25
MLT,EMPLOYEE,2014,8
DEU,SELFEMPLOYED,2014,37
CRI,EMPLOYEE,2014,5
FIN,EMPLOYEE,2014,19
BEL,SELFEMPLOYED,2014,31
SVK,SELFEMPLOYED,2014,31
BEL,EMPLOYEE,2014,32
ISL,SELFEMPLOYED,2014,16
DEU,EMPLOYEE,2014,17
LVA,EMPLOYEE,2014,21
AUT,SELFEMPLOYED,2014,4
EU27,EMPLOYEE,2014,10
ISR,EMPLOYEE,2014,20
FRA,EMPLOYEE,2014,9
SVK,EMPLOYEE,2014,14
SWE,SELFEMPLOYED,2014,16
CAN,EMPLOYEE,2014,19
HUN,SELFEMPLOYED,2014,18
GRC,SELFEMPLOYED,2014,34
LVA,SELFEMPLOYED,2014,18
GRC,EMPLOYEE,2014,7
ESP,SELFEMPLOYED,2014,28
USA,SELFEMPLOYED,2014,4
HUN,EMPLOYEE,2014,37
IRL,SELFEMPLOYED,2014,36
ISL,EMPLOYEE,2014,13
PRT,EMPLOYEE,2014,15
OECD,EMPLOYEE,2014,13
ESP,EMPLOYEE,2014,11
LTU,SELFEMPLOYED,2014,9
EST,SELFEMPLOYED,2014,-2
CHE,SELFEMPLOYED,2014,42
JPN,EMPLOYEE,2014,25
POL,EMPLOYEE,2014,11
IRL,EMPLOYEE,2014,10
CAN,SELFEMPLOYED,2014,39
PRT,SELFEMPLOYED,2014,40
ITA,EMPLOYEE,2014,6
ITA,SELFEMPLOYED,2014,5
AUT,EMPLOYEE,2014,17
GBR,EMPLOYEE,2014,17
FRA,SELFEMPLOYED,2014,23
SWE,EMPLOYEE,2014,9
EST,EMPLOYEE,2014,28
EU27,EMPLOYEE,2015,12
SVN,SELFEMPLOYED,2015,32
USA,SELFEMPLOYED,2015,4
COL,EMPLOYEE,2015,11
LTU,SELFEMPLOYED,2015,15
DEU,SELFEMPLOYED,2015,34
CRI,EMPLOYEE,2015,37
CHL,EMPLOYEE,2015,14
EST,SELFEMPLOYED,2015,-1
USA,EMPLOYEE,2015,18
GBR,EMPLOYEE,2015,17
BRA,EMPLOYEE,2015,15
OECD,EMPLOYEE,2015,13
LVA,SELFEMPLOYED,2015,20
ISR,EMPLOYEE,2015,20
NZL,SELFEMPLOYED,2015,36
BEL,EMPLOYEE,2015,4
HUN,EMPLOYEE,2015,9
NZL,EMPLOYEE,2015,7
LUX,SELFEMPLOYED,2015,7
HUN,SELFEMPLOYED,2015,18
CAN,SELFEMPLOYED,2015,36
ESP,SELFEMPLOYED,2015,26
GRC,SELFEMPLOYED,2015,33
CAN,EMPLOYEE,2015,18
DEU,EMPLOYEE,2015,16
CZE,SELFEMPLOYED,2015,29
SVK,EMPLOYEE,2015,13
FRA,SELFEMPLOYED,2015,20
CZE,EMPLOYEE,2015,16
NOR,SELFEMPLOYED,2015,24
SVK,SELFEMPLOYED,2015,25
NOR,EMPLOYEE,2015,6
DNK,SELFEMPLOYED,2015,5
FIN,EMPLOYEE,2015,18
PRT,SELFEMPLOYED,2015,41
DNK,EMPLOYEE,2015,5
FIN,SELFEMPLOYED,2015,23
SWE,SELFEMPLOYED,2015,17
ISL,SELFEMPLOYED,2015,11
POL,SELFEMPLOYED,2015,5
JPN,EMPLOYEE,2015,25
BEL,SELFEMPLOYED,2015,29
SWE,EMPLOYEE,2015,8
GBR,SELFEMPLOYED,2015,32
IRL,SELFEMPLOYED,2015,38
MEX,EMPLOYEE,2015,16
KOR,EMPLOYEE,2015,37
AUS,EMPLOYEE,2015,13
AUT,EMPLOYEE,2015,17
CHE,SELFEMPLOYED,2015,41
AUT,SELFEMPLOYED,2015,5
NLD,SELFEMPLOYED,2015,28
ITA,SELFEMPLOYED,2015,4
MEX,EMPLOYEE,2016,16
NOR,SELFEMPLOYED,2016,9
LTU,SELFEMPLOYED,2016,17
HUN,EMPLOYEE,2016,9
NOR,EMPLOYEE,2016,6
FIN,EMPLOYEE,2016,16
FIN,SELFEMPLOYED,2016,25
KOR,EMPLOYEE,2016,36
JPN,EMPLOYEE,2016,24
CRI,EMPLOYEE,2016,17
USA,EMPLOYEE,2016,18
EST,SELFEMPLOYED,2016,-5
ISL,SELFEMPLOYED,2016,15
COL,EMPLOYEE,2016,7
DEU,EMPLOYEE,2016,15
ITA,SELFEMPLOYED,2016,4
GRC,SELFEMPLOYED,2016,33
LVA,SELFEMPLOYED,2016,27
NLD,SELFEMPLOYED,2016,32
HUN,SELFEMPLOYED,2016,11
NZL,EMPLOYEE,2016,7
IRL,SELFEMPLOYED,2016,35
ISR,EMPLOYEE,2016,21
NZL,SELFEMPLOYED,2016,36
FRA,SELFEMPLOYED,2016,17
GBR,SELFEMPLOYED,2016,34
DNK,EMPLOYEE,2016,5
LUX,SELFEMPLOYED,2016,11
USA,SELFEMPLOYED,2016,4
BEL,EMPLOYEE,2016,37
SWE,EMPLOYEE,2016,8
EU27,EMPLOYEE,2016,11
CAN,SELFEMPLOYED,2016,33
POL,SELFEMPLOYED,2016,5
ESP,SELFEMPLOYED,2016,25
AUT,SELFEMPLOYED,2016,5
BEL,SELFEMPLOYED,2016,28
CAN,EMPLOYEE,2016,18
CHE,SELFEMPLOYED,2016,4
SVK,EMPLOYEE,2016,13
OECD,EMPLOYEE,2016,13
CZE,SELFEMPLOYED,2016,31
SVK,SELFEMPLOYED,2016,17
CZE,EMPLOYEE,2016,16
AUS,EMPLOYEE,2016,13
CHE,EMPLOYEE,2016,14
SWE,SELFEMPLOYED,2016,16
SVN,SELFEMPLOYED,2016,33
BRA,EMPLOYEE,2016,14
DNK,SELFEMPLOYED,2016,8
PRT,SELFEMPLOYED,2016,42
AUT,EMPLOYEE,2016,15
POL,EMPLOYEE,2016,9
DEU,SELFEMPLOYED,2016,28
GBR,EMPLOYEE,2016,16
AUT,SELFEMPLOYED,2017,4
GBR,SELFEMPLOYED,2017,34
EU27,EMPLOYEE,2017,11
EST,SELFEMPLOYED,2017,19
ARG,EMPLOYEE,2017,7
AUS,EMPLOYEE,2017,13
JPN,EMPLOYEE,2017,24
BRA,EMPLOYEE,2017,13
KOR,EMPLOYEE,2017,34
ITA,SELFEMPLOYED,2017,4
AUT,EMPLOYEE,2017,15
DNK,EMPLOYEE,2017,5
DEU,SELFEMPLOYED,2017,26
DNK,SELFEMPLOYED,2017,29
FIN,SELFEMPLOYED,2017,25
CZE,EMPLOYEE,2017,15
FIN,EMPLOYEE,2017,17
LTU,SELFEMPLOYED,2017,29
SVN,SELFEMPLOYED,2017,38
CZE,SELFEMPLOYED,2017,32
FRA,SELFEMPLOYED,2017,11
ISL,SELFEMPLOYED,2017,21
CAN,EMPLOYEE,2017,18
CAN,SELFEMPLOYED,2017,33
LVA,SELFEMPLOYED,2017,29
GRC,SELFEMPLOYED,2017,35
BEL,EMPLOYEE,2017,41
HUN,SELFEMPLOYED,2017,9
OECD,EMPLOYEE,2017,12
BEL,SELFEMPLOYED,2017,27
HUN,EMPLOYEE,2017,5
DEU,EMPLOYEE,2017,14
ISR,EMPLOYEE,2017,21
IRL,SELFEMPLOYED,2017,35
LUX,SELFEMPLOYED,2017,15
USA,SELFEMPLOYED,2017,42
SVK,EMPLOYEE,2017,15
MEX,EMPLOYEE,2017,11
SWE,EMPLOYEE,2017,7
CRI,EMPLOYEE,2017,29
NZL,SELFEMPLOYED,2017,35
ESP,SELFEMPLOYED,2017,24
POL,SELFEMPLOYED,2017,5
CHE,SELFEMPLOYED,2017,4
CHL,EMPLOYEE,2017,12
NOR,EMPLOYEE,2017,5
NZL,EMPLOYEE,2017,7
USA,EMPLOYEE,2017,18
GBR,EMPLOYEE,2017,16
NLD,SELFEMPLOYED,2017,30
SVK,SELFEMPLOYED,2017,13
PRT,SELFEMPLOYED,2017,4
NOR,SELFEMPLOYED,2017,12
SWE,SELFEMPLOYED,2017,11
COL,EMPLOYEE,2017,7
FRA,SELFEMPLOYED,2018,8
MLT,EMPLOYEE,2018,11
USA,EMPLOYEE,2018,18
DEU,EMPLOYEE,2018,15
LVA,EMPLOYEE,2018,20
ESP,SELFEMPLOYED,2018,26
OECD,EMPLOYEE,2018,12
BEL,SELFEMPLOYED,2018,27
LVA,SELFEMPLOYED,2018,32
NZL,EMPLOYEE,2018,7
FRA,EMPLOYEE,2018,11
USA,SELFEMPLOYED,2018,39
CAN,SELFEMPLOYED,2018,31
FIN,EMPLOYEE,2018,18
SVN,SELFEMPLOYED,2018,39
PRT,SELFEMPLOYED,2018,41
DNK,SELFEMPLOYED,2018,8
POL,EMPLOYEE,2018,11
POL,SELFEMPLOYED,2018,4
CZE,SELFEMPLOYED,2018,32
SVN,EMPLOYEE,2018,8
ROU,EMPLOYEE,2018,34
DNK,EMPLOYEE,2018,4
SVK,SELFEMPLOYED,2018,12
CAN,EMPLOYEE,2018,18
FIN,SELFEMPLOYED,2018,20
SVK,EMPLOYEE,2018,15
LTU,EMPLOYEE,2018,11
NOR,EMPLOYEE,2018,5
LTU,SELFEMPLOYED,2018,30
NOR,SELFEMPLOYED,2018,14
BEL,EMPLOYEE,2018,34
CZE,EMPLOYEE,2018,15
BGR,EMPLOYEE,2018,30
ESP,EMPLOYEE,2018,8
SWE,EMPLOYEE,2018,7
GRC,SELFEMPLOYED,2018,38
MEX,EMPLOYEE,2018,14
ITA,EMPLOYEE,2018,5
EU27,EMPLOYEE,2018,10
EST,SELFEMPLOYED,2018,21
COL,EMPLOYEE,2018,5
ARG,EMPLOYEE,2018,11
JPN,EMPLOYEE,2018,23
AUS,EMPLOYEE,2018,13
CRI,EMPLOYEE,2018,4
LUX,SELFEMPLOYED,2018,19
HRV,EMPLOYEE,2018,7
KOR,EMPLOYEE,2018,34
CHE,SELFEMPLOYED,2018,4
CHE,EMPLOYEE,2018,15
TUR,EMPLOYEE,2018,9
BRA,EMPLOYEE,2018,10
CYP,EMPLOYEE,2018,15
IRL,EMPLOYEE,2018,8
NLD,SELFEMPLOYED,2018,28
EST,EMPLOYEE,2018,22
ISR,EMPLOYEE,2018,22
GRC,EMPLOYEE,2018,5
DEU,SELFEMPLOYED,2018,25
SWE,SELFEMPLOYED,2018,15
HUN,SELFEMPLOYED,2018,10
AUT,EMPLOYEE,2018,14
NZL,SELFEMPLOYED,2018,33
HUN,EMPLOYEE,2018,5
PRT,EMPLOYEE,2018,11
GBR,EMPLOYEE,2018,16
ISL,EMPLOYEE,2018,12
NLD,EMPLOYEE,2018,12
AUT,SELFEMPLOYED,2018,40
SVK,EMPLOYEE,2019,13
PRT,EMPLOYEE,2019,11
BRA,EMPLOYEE,2019,6
SVN,SELFEMPLOYED,2019,39
BEL,EMPLOYEE,2019,37
SWE,EMPLOYEE,2019,7
SWE,SELFEMPLOYED,2019,5
CZE,SELFEMPLOYED,2019,32
OECD,EMPLOYEE,2019,12
ESP,SELFEMPLOYED,2019,28
AUT,EMPLOYEE,2019,14
BEL,SELFEMPLOYED,2019,26
ARG,EMPLOYEE,2019,12
AUS,EMPLOYEE,2019,15
SVK,SELFEMPLOYED,2019,11
EU27,EMPLOYEE,2019,10
CAN,EMPLOYEE,2019,17
GBR,EMPLOYEE,2019,16
AUT,SELFEMPLOYED,2019,36
CAN,SELFEMPLOYED,2019,32
USA,SELFEMPLOYED,2019,38
HRV,EMPLOYEE,2019,7
CZE,EMPLOYEE,2019,14
ISR,EMPLOYEE,2019,24
FIN,EMPLOYEE,2019,17
NLD,SELFEMPLOYED,2019,27
NLD,EMPLOYEE,2019,13
USA,EMPLOYEE,2019,18
LVA,EMPLOYEE,2019,19
DEU,EMPLOYEE,2019,13
HUN,EMPLOYEE,2019,12
NZL,EMPLOYEE,2019,6
LVA,SELFEMPLOYED,2019,27
GRC,SELFEMPLOYED,2019,39
PRT,SELFEMPLOYED,2019,40
GRC,EMPLOYEE,2019,5
BGR,EMPLOYEE,2019,33
NZL,SELFEMPLOYED,2019,30
ITA,EMPLOYEE,2019,7
LTU,SELFEMPLOYED,2019,32
HUN,SELFEMPLOYED,2019,16
COL,EMPLOYEE,2019,40
CYP,EMPLOYEE,2019,16
DNK,SELFEMPLOYED,2019,8
KOR,EMPLOYEE,2019,32
ROU,EMPLOYEE,2019,5
NOR,SELFEMPLOYED,2019,18
JPN,EMPLOYEE,2019,23
DNK,EMPLOYEE,2019,5
LUX,SELFEMPLOYED,2019,20
NOR,EMPLOYEE,2019,4
FIN,SELFEMPLOYED,2019,18
HUN,EMPLOYEE,2020,12
ARG,EMPLOYEE,2020,6
JPN,EMPLOYEE,2020,22
NLD,EMPLOYEE,2020,13
SWE,EMPLOYEE,2020,7
BRA,EMPLOYEE,2020,6
EU27,EMPLOYEE,2020,10
KOR,EMPLOYEE,2020,31
CHE,EMPLOYEE,2020,13
CYP,EMPLOYEE,2020,16
GBR,EMPLOYEE,2020,11
CHL,EMPLOYEE,2020,8
EST,EMPLOYEE,2020,19
ESP,EMPLOYEE,2020,8
NOR,EMPLOYEE,2020,4
ROU,EMPLOYEE,2020,33
POL,EMPLOYEE,2020,8
CAN,EMPLOYEE,2020,16
AUT,EMPLOYEE,2020,12
LTU,EMPLOYEE,2020,9
SVK,EMPLOYEE,2020,11
PRT,EMPLOYEE,2020,11
USA,SELFEMPLOYED,2020,41
DNK,EMPLOYEE,2020,4
FIN,EMPLOYEE,2020,15
CZE,EMPLOYEE,2020,12
NZL,EMPLOYEE,2020,4
USA,EMPLOYEE,2020,17
DEU,EMPLOYEE,2020,14
OECD,EMPLOYEE,2020,11
BGR,EMPLOYEE,2020,25
KOR,EMPLOYEE,2021,31
JPN,EMPLOYEE,2021,22
CZE,EMPLOYEE,2021,11
GBR,EMPLOYEE,2021,14
NOR,EMPLOYEE,2021,4
CAN,EMPLOYEE,2021,16
SVK,EMPLOYEE,2021,11
MEX,EMPLOYEE,2021,12
NZL,EMPLOYEE,2021,6
USA,EMPLOYEE,2021,16
ARG,EMPLOYEE,2021,6
BRA,EMPLOYEE,2021,9
